subject,H.period,UD.period.t,H.t,UD.t.i,H.i,UD.i.e,H.e,UD.e.five,H.five,UD.five.Shift.r,H.Shift.r,UD.Shift.r.o,H.o,UD.o.a,H.a,UD.a.n,H.n,UD.n.l,H.l,UD.l.Return,H.Return
22,0.0594,0.3361,0.0502,0.2465,0.0478,0.1668,0.0979,0.2269,0.0570,0.3571,0.0533,0.3098,0.0520,0.1558,0.1154,0.0813,0.0536,0.3296,0.0481,0.2479,0.0448
22,0.0552,0.4662,0.0544,0.3040,0.0544,0.1863,0.1000,0.1718,0.0499,0.3328,0.0478,0.2645,0.0523,0.1331,0.1201,0.0220,0.0570,0.2156,0.0449,0.2371,0.0504
22,0.0539,0.3535,0.0525,0.2618,0.0539,0.1378,0.1233,0.2322,0.0560,1.3409,0.0644,0.5434,0.0528,0.1481,0.1111,0.0713,0.0570,0.2367,0.0499,0.2582,0.0457
22,0.0607,0.3683,0.0544,0.2586,0.0512,0.2085,0.1016,0.2987,0.0533,0.3276,0.0510,0.2677,0.0528,0.1513,0.1354,0.0109,0.0515,0.2143,0.0475,0.3057,0.0507
22,0.0499,0.3364,0.0512,0.2692,0.0486,0.1631,0.0739,0.1995,0.0555,0.3846,0.0436,0.2974,0.0613,0.1687,0.1381,-0.0016,0.0581,0.2130,0.0475,0.2524,0.0565
22,0.0684,0.3300,0.0528,0.3006,0.0491,0.2460,0.0895,0.1567,0.0539,0.3244,0.0412,0.2980,0.0454,0.1687,0.1146,0.0043,0.0528,0.2214,0.0467,0.2604,0.0444
22,0.0557,0.3549,0.0452,0.2914,0.0473,0.1621,0.0871,0.1678,0.0541,0.3020,0.0539,0.3001,0.0533,0.1687,0.1219,0.0278,0.0491,0.2269,0.0467,0.2485,0.0541
22,0.0525,0.3306,0.0565,0.3415,0.0557,0.2119,0.0869,0.1881,0.0528,0.3500,0.0539,0.2956,0.0496,0.1872,0.1204,0.0740,0.0681,0.2272,0.0441,0.2746,0.0557
22,0.0599,0.3050,0.0549,0.2328,0.0570,0.1570,0.1077,0.1367,0.0615,0.3204,0.0483,0.2998,0.0478,0.1603,0.1243,0.0167,0.0552,0.2169,0.0565,0.2509,0.0494
22,0.0620,0.5512,0.0533,0.2771,0.0613,0.1982,0.0966,0.3956,0.0663,0.3880,0.0536,0.2743,0.0436,0.1297,0.1122,0.0133,0.0502,0.2177,0.0446,0.2580,0.0467
22,0.0568,0.4372,0.0528,0.3077,0.0518,0.1565,0.0821,0.2269,0.0525,0.4856,0.0478,0.2750,0.0444,0.1597,0.1312,-0.0079,0.0507,0.2393,0.0264,0.9282,0.0597
22,0.0560,0.3345,0.0557,0.2489,0.0496,0.1497,0.1066,0.1581,0.0491,0.3049,0.0533,0.2721,0.0452,0.1529,0.0950,0.0455,0.0557,0.2256,0.0375,0.6804,0.0533
22,0.0689,0.5359,0.0602,0.2581,0.0578,0.3961,0.1177,1.3162,0.0644,1.3768,0.0755,0.4349,0.0636,0.4318,0.1043,0.1051,0.0639,0.2238,0.0541,0.4295,0.0668
22,0.0644,1.0412,0.0523,0.2584,0.0502,0.2370,0.0797,0.2992,0.0597,0.5229,0.0557,0.3637,0.0547,0.3170,0.0892,0.0681,0.0607,0.2338,0.0460,0.2749,0.0512
22,0.0597,0.3762,0.0504,0.3959,0.0481,0.2267,0.0760,0.2359,0.0660,0.4640,0.0594,0.2911,0.0499,0.2737,0.1080,0.0668,0.0591,0.2032,0.0578,0.2696,0.0594
22,0.0533,0.3942,0.0473,0.2560,0.0446,0.2169,0.0784,0.3090,0.0557,0.5025,0.0512,0.3125,0.0525,0.2231,0.1119,0.0866,0.0639,0.2264,0.0565,0.2448,0.0482
22,0.0568,0.3731,0.0547,0.2241,0.0533,0.1977,0.0971,0.1966,0.0555,0.5112,0.0515,0.3112,0.0528,0.1772,0.1064,0.0621,0.0433,0.2396,0.0462,0.2371,0.0466
22,0.0541,0.3641,0.0510,0.2352,0.0475,0.2322,0.0768,0.1691,0.0499,0.4511,0.0507,0.3127,0.0499,0.2059,0.0615,0.0576,0.0573,0.2517,0.0512,0.2369,0.0495
22,0.0589,0.4889,0.0555,0.2689,0.0499,0.2164,0.0663,0.2990,0.0549,0.6690,0.0555,0.3106,0.0628,0.2315,0.0900,0.1510,0.0576,0.2227,0.0467,0.2453,0.0470
22,0.0552,0.3456,0.0528,0.4460,0.0562,0.3117,0.0768,0.2354,0.0512,0.6888,0.0523,0.2846,0.0383,0.1822,0.1080,0.0930,0.0512,0.2855,0.0523,0.2553,0.0444
22,0.0512,0.3601,0.0589,0.3325,0.0589,0.2555,0.0750,0.1969,0.0483,0.5292,0.0496,0.5133,0.0552,0.3038,0.0890,0.3043,0.0525,0.2863,0.0510,0.2532,0.0453
22,0.0483,0.3369,0.0615,0.2980,0.0433,0.2151,0.0832,0.1969,0.0555,1.0514,0.0597,0.3450,0.0533,0.1917,0.1019,0.1051,0.0597,0.2330,0.0523,0.2688,0.0433
22,0.0512,0.4367,0.0610,0.2827,0.0465,0.2312,0.0747,0.2042,0.0523,0.5179,0.0605,0.3360,0.0539,0.3410,0.0908,0.1064,0.0573,0.2386,0.0507,0.3353,0.0594
22,0.0555,0.3409,0.0576,0.2520,0.0478,0.2217,0.0776,0.2095,0.0586,0.5181,0.0467,0.3090,0.0473,0.1803,0.1140,0.0473,0.0547,0.2174,0.0470,0.2509,0.0420
22,0.0555,0.3826,0.0586,0.2629,0.0462,0.2531,0.1022,0.1713,0.0562,0.5624,0.0541,0.3660,0.0578,0.3033,0.1024,0.1098,0.0547,0.2824,0.0483,0.2738,0.0475
22,0.0562,0.4092,0.0573,0.2914,0.0499,0.2212,0.0774,0.2784,0.0557,0.5174,0.0489,0.3202,0.0486,0.1956,0.0948,0.1785,0.0615,0.2320,0.0491,0.2878,0.0470
22,0.0581,0.4153,0.0536,0.3647,0.0536,0.2557,0.0779,0.3019,0.0605,0.4460,0.0562,0.3210,0.0589,0.2350,0.1275,0.0795,0.0528,0.2401,0.0457,0.2691,0.0441
22,0.0491,0.3469,0.0594,0.3396,0.0602,0.1871,0.0900,0.2153,0.0618,0.4809,0.0549,0.3296,0.0444,0.1698,0.1185,0.0383,0.0533,0.2098,0.0510,0.2353,0.0357
22,0.0673,0.6789,0.0555,0.3167,0.0560,0.1700,0.0839,0.1940,0.0576,0.4643,0.0515,0.3684,0.0565,0.2207,0.0927,0.0526,0.0533,0.2217,0.0510,0.2498,0.0428
22,0.0473,0.3633,0.0528,0.2850,0.0396,0.2185,0.0731,0.1734,0.0541,0.4962,0.0552,0.3149,0.0560,0.2811,0.0924,0.1048,0.0547,0.2470,0.0465,0.2870,0.0444
22,0.0565,0.3530,0.0570,0.2526,0.0496,0.1597,0.0837,0.2842,0.0597,0.5194,0.0528,0.3600,0.0491,0.1437,0.1396,0.0225,0.0528,0.2375,0.0428,0.2564,0.0449
22,0.0507,0.3564,0.0528,0.2797,0.0533,0.2296,0.0784,0.2327,0.0599,0.4170,0.0496,0.2932,0.0473,0.1663,0.1053,0.0753,0.0528,0.2217,0.0478,0.2588,0.0470
22,0.0650,0.3406,0.0510,0.2436,0.0499,0.1692,0.0750,0.5085,0.0531,0.7487,0.0531,0.3669,0.0478,0.2458,0.0932,0.1618,0.0560,0.2470,0.0460,0.2625,0.0411
22,0.0565,0.6744,0.0565,0.2800,0.0491,0.2130,0.0671,0.2834,0.0602,0.4986,0.0457,0.3186,0.0465,0.1468,0.0900,0.0528,0.0586,0.1979,0.0470,0.2337,0.0467
22,0.0512,0.4240,0.0457,0.3945,0.0555,0.2549,0.0605,0.5642,0.0560,1.3301,0.0423,0.3125,0.0407,0.1294,0.0916,0.0346,0.0520,0.2164,0.0489,0.2828,0.0462
22,0.0523,0.3037,0.0507,0.2555,0.0433,0.1771,0.0810,0.1655,0.0518,0.3471,0.0510,0.2782,0.0478,0.1394,0.1188,0.0090,0.0544,0.2032,0.0512,0.2448,0.0491
22,0.0491,0.3137,0.0560,0.2476,0.0481,0.1544,0.0684,0.1554,0.0584,0.4247,0.0547,0.3133,0.0536,0.1510,0.1407,0.0262,0.0523,0.2280,0.0560,0.2498,0.0407
22,0.0578,0.4393,0.0565,0.2898,0.0562,0.1853,0.0821,0.2351,0.0536,0.4331,0.0515,0.2811,0.0475,0.1447,0.1204,-0.0042,0.0628,0.2388,0.0504,0.2701,0.0518
22,0.0591,0.4855,0.0599,0.2908,0.0560,0.2056,0.0826,0.1713,0.0570,1.0066,0.0673,0.3437,0.0470,0.1497,0.1222,0.0336,0.0560,0.2185,0.0470,0.2730,0.0594
22,0.0560,0.3330,0.0536,0.2663,0.0491,0.2196,0.0726,0.2283,0.0544,0.4247,0.0552,0.2872,0.0502,0.1648,0.1354,0.0096,0.0562,0.2396,0.0507,0.2561,0.0489
22,0.0565,0.3395,0.0520,0.2444,0.0473,0.1948,0.0763,0.2027,0.0573,0.4063,0.0573,0.3508,0.0560,0.1751,0.0742,0.0262,0.0573,0.2180,0.0494,0.2472,0.0496
22,0.0528,0.3250,0.0581,0.2652,0.0570,0.1425,0.0993,0.1831,0.0578,0.3941,0.0525,0.2932,0.0449,0.1558,0.1238,0.0484,0.0520,0.2248,0.0520,0.2498,0.0452
22,0.0568,0.3411,0.0444,0.2768,0.0425,0.2964,0.0692,0.3248,0.0586,0.4115,0.0512,0.3038,0.0555,0.2065,0.1127,0.0550,0.0568,0.2312,0.0510,0.7620,0.0576
22,0.0636,0.3287,0.0589,0.3101,0.0523,0.2016,0.0679,0.2676,0.0591,0.4213,0.0589,0.2690,0.0591,0.1613,0.1307,0.0114,0.0655,0.2166,0.0515,0.3171,0.0531
22,0.0552,0.3245,0.0565,0.2858,0.0502,0.2096,0.0908,0.1412,0.0584,0.3743,0.0518,0.3241,0.0338,0.1859,0.0940,0.1207,0.0634,0.2940,0.0512,0.4203,0.0560
22,0.0578,0.3200,0.0599,0.4238,0.0531,0.2077,0.0808,0.1594,0.0523,0.4107,0.0520,0.3300,0.0562,0.1444,0.1059,0.0576,0.0525,0.2166,0.0528,0.2556,0.0438
22,0.0573,0.3448,0.0525,0.2576,0.0420,0.2322,0.0681,0.2462,0.0591,0.4822,0.0547,0.2774,0.0475,0.1782,0.1000,0.0156,0.0576,0.1895,0.0528,0.2408,0.0520
22,0.0549,0.3285,0.0528,0.2697,0.0499,0.1745,0.0744,0.2166,0.0602,0.3767,0.0518,0.3015,0.0652,0.1719,0.0958,0.0391,0.0634,0.1958,0.0518,0.2572,0.0475
22,0.0676,0.4467,0.0555,0.2892,0.0533,0.2344,0.0795,0.1860,0.0528,0.3835,0.0531,0.2996,0.0533,0.1495,0.1080,0.0373,0.0541,0.2045,0.0523,0.2627,0.0491
22,0.0618,0.3293,0.0597,0.2945,0.0533,0.2082,0.0631,0.1781,0.0591,0.4400,0.0597,0.2993,0.0634,0.1283,0.1156,0.0397,0.0555,0.1916,0.0473,0.2619,0.0510
22,0.0573,0.3754,0.0486,0.2808,0.0520,0.1958,0.0890,0.2826,0.0599,0.4458,0.0557,0.2830,0.0372,0.1698,0.1138,0.0652,0.0536,0.2145,0.0446,0.2556,0.0512
22,0.0568,0.3192,0.0565,0.2288,0.0510,0.1470,0.0882,0.1971,0.0536,0.3469,0.0515,0.2814,0.0491,0.1431,0.1172,0.0338,0.0536,0.2013,0.0518,0.2408,0.0531
22,0.0552,0.4950,0.0557,0.2330,0.0452,0.1906,0.0739,0.2631,0.0552,0.4347,0.0536,0.2854,0.0465,0.1677,0.1143,0.0148,0.0510,0.2053,0.0470,0.2606,0.0428
22,0.0594,0.3707,0.0605,0.3143,0.0507,1.5089,0.1101,0.9618,0.0536,0.4677,0.0570,0.2854,0.0547,0.1170,0.1238,0.0104,0.0549,0.1889,0.0467,0.2859,0.0494
22,0.0610,0.3248,0.0504,0.2797,0.0483,0.2241,0.1080,0.1763,0.0552,0.4048,0.0576,0.3022,0.0470,0.1853,0.1254,0.0212,0.0489,0.2093,0.0518,0.2532,0.0533
22,0.0644,0.8451,0.0565,0.3724,0.0549,0.2336,0.0850,0.2111,0.0533,0.4371,0.0525,0.3196,0.0549,0.1819,0.1114,0.0146,0.0523,0.2027,0.0473,0.2931,0.0541
22,0.0618,0.3409,0.0489,0.2444,0.0470,0.1647,0.1024,0.1750,0.0565,0.4368,0.0547,0.3207,0.0586,0.1980,0.1008,0.0407,0.0518,0.2238,0.0470,0.2738,0.0478
22,0.0568,0.3630,0.0539,0.2935,0.0465,0.2011,0.0863,0.1813,0.0586,0.4321,0.0504,0.3941,0.0576,0.1803,0.0858,0.0544,0.0523,0.2196,0.0504,0.2939,0.0491
22,0.0515,0.5071,0.0518,0.2990,0.0510,0.2309,0.0708,0.2240,0.0531,0.4709,0.0507,0.2988,0.0560,0.1814,0.1180,0.0222,0.0510,0.2240,0.0486,0.2493,0.0510
24,0.0971,0.2100,0.0547,0.1035,0.0491,0.1090,0.0729,0.7684,0.0578,0.8749,0.0660,0.2629,0.0599,0.1141,0.0832,0.0544,0.0655,0.1583,0.0792,0.4303,0.0940
24,0.0713,0.3171,0.0650,0.1336,0.0470,0.0671,0.0568,1.5347,0.0573,0.7701,0.0607,0.3964,0.0626,0.0906,0.0876,0.0671,0.0576,0.5299,0.0924,0.2189,0.0789
24,0.0702,0.2311,0.0562,0.1156,0.0351,0.1177,0.0652,0.8389,0.0570,0.5331,0.0586,0.3518,0.0499,0.3856,0.0605,0.3130,0.0779,0.2356,0.0739,0.3477,0.0744
24,0.0866,0.1810,0.0449,0.1301,0.0433,0.0552,0.0475,0.6515,0.0481,0.4455,0.0599,0.2492,0.0560,0.0772,0.0787,0.2613,0.0853,0.1816,0.0686,0.2039,0.1011
24,0.0684,0.1467,0.0615,0.1098,0.0528,0.0507,0.0584,0.8927,0.0510,0.5292,0.0562,0.2703,0.0428,0.0589,0.0692,0.0769,0.0462,0.2024,0.0816,0.4606,0.0694
24,0.0805,0.2332,0.0478,0.1362,0.0407,0.0489,0.0607,0.6098,0.0555,0.6065,0.0465,0.2455,0.0539,0.0553,0.0808,0.0613,0.0560,0.1924,0.0890,0.2097,0.0755
24,0.0853,0.1664,0.0544,0.1399,0.0510,0.0525,0.0573,0.9112,0.0523,0.6806,0.0525,0.2432,0.0507,0.0977,0.0520,0.1019,0.0639,0.3560,0.1035,0.1762,0.0874
24,0.0686,0.1934,0.0568,0.1417,0.0314,0.0552,0.0494,1.1924,0.0652,0.8408,0.0628,0.2019,0.0481,0.0484,0.0779,0.0531,0.0452,0.1771,0.0805,0.3018,0.0697
24,0.0824,0.1308,0.0499,0.1518,0.0462,0.0330,0.0570,0.5555,0.0528,0.4223,0.0533,0.2170,0.0425,0.0690,0.0752,0.0652,0.0454,0.2000,0.0771,0.3786,0.0747
24,0.0919,0.2897,0.0647,0.1953,0.0573,0.0858,0.0496,0.6270,0.0584,0.5377,0.0491,0.4175,0.0491,0.2247,0.0776,0.0813,0.0483,0.1744,0.0787,0.2883,0.0734
24,0.0908,0.1171,0.0552,0.1254,0.0576,0.0401,0.0607,0.5433,0.0423,0.4682,0.0465,0.2312,0.0560,0.1753,0.0697,0.1127,0.0470,0.2232,0.0692,0.2200,0.0731
24,0.0774,0.1736,0.0525,0.1204,0.0481,0.0507,0.0594,1.0084,0.0525,0.6316,0.0515,0.2439,0.0562,0.0677,0.0837,0.0286,0.0539,0.1364,0.0755,0.1846,0.0560
24,0.0760,0.1306,0.0610,0.0919,0.0407,0.0328,0.0644,0.5096,0.0634,0.5297,0.0565,0.1935,0.0193,0.0679,0.0784,0.0455,0.0446,0.1425,0.0689,0.2089,0.0623
24,0.0628,0.1891,0.0544,0.1196,0.0404,0.0692,0.0525,0.5146,0.0438,0.8334,0.0570,0.2499,0.0541,0.2075,0.0871,0.2352,0.0660,0.2119,0.0438,0.1978,0.0565
24,0.0805,0.1583,0.0518,0.1375,0.0312,0.0570,0.0549,0.5571,0.0462,0.6305,0.0489,0.2304,0.0520,0.1080,0.0808,0.0365,0.0518,0.2251,0.0541,0.2643,0.0879
24,0.0676,0.2192,0.0494,0.1230,0.0483,0.0449,0.0578,0.5742,0.0430,0.4743,0.0520,0.2207,0.0536,0.1030,0.0850,0.0478,0.0552,0.1955,0.0718,1.1314,0.0615
24,0.0731,0.2311,0.0549,0.0993,0.0502,0.0436,0.0549,0.5270,0.0478,0.4663,0.0512,0.1951,0.0486,0.0769,0.0882,0.0426,0.0515,0.1631,0.0647,0.2867,0.0631
24,0.0715,0.2651,0.0475,0.1407,0.0462,0.0726,0.0586,0.6014,0.0481,0.5820,0.0549,0.2228,0.0478,0.1732,0.0768,0.0816,0.0473,0.1728,0.0684,0.1883,0.0650
24,0.0721,0.1501,0.0452,0.1056,0.0388,0.0359,0.0613,0.7317,0.0444,0.6236,0.0520,0.2188,0.0525,0.0745,0.0795,0.0441,0.0544,0.1578,0.0755,0.1606,0.0739
24,0.0602,0.1467,0.0460,0.1425,0.0446,0.0415,0.0539,0.7397,0.0460,0.5109,0.0502,0.2109,0.0446,0.1136,0.0713,0.0444,0.0438,0.2259,0.0652,0.2316,0.0713
24,0.0644,0.1968,0.0475,0.1114,0.0467,0.0536,0.0565,0.5001,0.0494,0.4326,0.0541,0.2159,0.0415,0.0967,0.0747,0.0127,0.0568,0.1509,0.0718,0.1535,0.0813
24,0.0594,0.1205,0.0502,0.1022,0.0444,0.0335,0.0623,0.4919,0.0494,0.3793,0.0525,0.1766,0.0552,0.0558,0.0813,0.0378,0.0452,0.7668,0.0650,0.1820,0.0697
24,0.0607,0.1894,0.0452,0.1043,0.0188,0.0528,0.0581,0.5705,0.0457,0.5746,0.0512,0.2473,0.0420,0.0838,0.0797,0.0402,0.0489,0.1874,0.0634,0.4116,0.0739
24,0.0657,0.1319,0.0481,0.0837,0.0460,0.0343,0.0578,0.5080,0.0409,0.3705,0.0536,0.1835,0.0404,0.1025,0.0715,0.0436,0.0518,0.1924,0.0729,0.2055,0.0504
24,0.0700,0.1279,0.0438,0.0861,0.0401,0.0531,0.0573,0.6188,0.0523,0.4097,0.0515,0.2220,0.0407,0.1732,0.0665,0.0674,0.0504,0.2428,0.0618,0.1778,0.0755
24,0.0700,0.1612,0.0417,0.0826,0.0510,0.0372,0.0570,0.7600,0.0375,0.4260,0.0494,0.1800,0.0449,0.0838,0.0750,0.0196,0.0541,0.4483,0.0657,0.1830,0.0708
24,0.0523,0.2348,0.0425,0.1507,0.0465,0.0449,0.0378,0.7383,0.0365,0.6811,0.0536,0.2613,0.0409,0.0814,0.0781,0.0613,0.0473,0.1955,0.0747,0.1406,0.0789
24,0.0555,0.1187,0.0436,0.1109,0.0087,0.0660,0.0607,0.7869,0.0478,0.5867,0.0536,0.1822,0.0325,0.0806,0.0737,0.0433,0.0444,0.2056,0.0650,0.1690,0.0758
24,0.0642,0.2052,0.0428,0.0821,0.0391,0.0436,0.0544,0.6576,0.0518,0.5105,0.0491,0.1853,0.0547,0.0589,0.0795,0.0381,0.0541,0.1457,0.0744,0.1176,0.0810
24,0.0655,0.1736,0.0401,0.0911,0.0259,0.0584,0.0547,0.6747,0.0481,0.4881,0.0415,0.1861,0.0354,0.0711,0.0821,0.0262,0.0436,0.2013,0.0676,0.1651,0.0871
24,0.0768,0.2224,0.0525,0.0964,0.0433,0.0259,0.0557,0.6154,0.0528,0.8348,0.0494,0.2088,0.0531,0.1853,0.0837,0.0666,0.0520,0.2409,0.0665,0.3482,0.0895
24,0.0713,0.1794,0.0343,0.0940,0.0272,0.0486,0.0507,0.6418,0.0489,0.3798,0.0555,0.1797,0.0275,0.0840,0.0800,0.0233,0.0425,0.2198,0.0562,0.7477,0.0510
24,0.0810,0.2055,0.0570,0.1219,0.0436,0.0618,0.0549,0.6111,0.0465,0.4361,0.0438,0.2297,0.0386,0.0927,0.0742,0.0233,0.0467,0.2496,0.0742,0.1954,0.0987
24,0.0626,0.1965,0.0470,0.1016,0.0481,0.0380,0.0504,0.6721,0.0470,0.5577,0.0523,0.4229,0.0409,0.1640,0.0908,0.0642,0.0460,0.2383,0.0642,0.2210,0.0739
24,0.0737,0.2234,0.0533,0.2850,0.0318,0.1658,0.0512,0.8201,0.0483,0.3597,0.0465,0.1988,0.0436,0.1117,0.0866,0.0162,0.0568,0.2467,0.1014,0.2039,0.0953
24,0.0634,0.2657,0.0423,0.0990,0.0470,0.0330,0.0499,0.5655,0.0525,0.3389,0.0462,0.1693,0.0446,0.1109,0.0781,0.0243,0.0599,0.1913,0.0591,0.1804,0.0686
24,0.0715,0.2039,0.0478,0.0800,0.0449,0.0478,0.0433,0.5534,0.0436,0.4640,0.0438,0.1837,0.0465,0.0793,0.0869,0.0259,0.0518,0.4143,0.0689,0.1915,0.0702
24,0.0584,0.2435,0.0570,0.0855,0.0483,0.0452,0.0486,0.7162,0.0605,0.6063,0.0504,0.2331,0.0417,0.1225,0.0771,0.0141,0.0610,0.1520,0.0689,0.1854,0.0869
24,0.0679,0.1955,0.0460,0.0803,0.0185,0.0647,0.0504,1.3374,0.0330,0.4954,0.0478,0.3035,0.0407,0.1028,0.0752,0.0317,0.0597,0.1781,0.0784,0.1432,0.0866
24,0.0676,0.1343,0.0446,0.0845,0.0518,0.0262,0.0584,0.7550,0.0486,0.6376,0.0549,0.2280,0.0489,0.0666,0.0821,0.0241,0.0520,0.1462,0.0681,0.1173,0.0747
24,0.0721,0.1511,0.0438,0.1256,0.0341,0.0650,0.0531,0.6610,0.0518,0.3896,0.0502,0.2629,0.0430,0.1758,0.0713,0.2170,0.0494,0.1850,0.0620,0.1614,0.0694
24,0.0636,0.1472,0.0512,0.1064,0.0346,0.0679,0.0399,1.1513,0.0562,0.4047,0.0541,0.1877,0.0499,0.0777,0.0797,0.0233,0.0615,0.2064,0.0536,0.3144,0.0679
24,0.0742,0.2042,0.0528,0.0945,0.0528,0.0586,0.0562,0.7098,0.0555,0.8559,0.0504,0.2803,0.0486,0.0906,0.0837,0.0597,0.0496,0.2845,0.0655,0.2142,0.0779
24,0.0797,0.1899,0.0615,0.0908,0.0460,1.4516,0.0578,0.3174,0.0523,0.3569,0.0504,0.1869,0.0423,0.0758,0.0821,0.0112,0.0539,0.1995,0.0668,0.2266,0.0744
24,0.0573,0.3045,0.0417,0.1169,0.0481,0.1177,0.0491,0.6127,0.0515,0.3548,0.0549,0.1888,0.0420,0.0874,0.0879,0.0030,0.0602,0.1721,0.0650,0.2160,0.0845
24,0.0673,0.1920,0.0415,0.0858,0.0420,0.0285,0.0549,0.8584,0.0679,0.3954,0.0475,0.2043,0.0428,0.0840,0.0821,0.0201,0.0512,0.1982,0.0631,0.5562,0.0380
24,0.0726,0.8805,0.0425,0.1681,0.0465,0.1528,0.0533,0.4438,0.0507,0.3495,0.0454,0.2122,0.0531,0.0772,0.0816,0.0075,0.0581,0.1702,0.0705,0.2123,0.0744
24,0.0850,0.1453,0.0486,0.1238,0.0510,0.2507,0.0605,1.0062,0.0412,0.5321,0.0581,0.3228,0.0586,0.1078,0.0800,0.0550,0.0631,0.1652,0.0708,0.4168,0.0781
24,0.0842,0.1738,0.0679,0.1085,0.0473,0.3811,0.0692,0.7072,0.0496,0.5798,0.0602,0.2888,0.0433,0.1260,0.0977,0.3571,0.0610,0.1871,0.0694,0.1896,0.0752
24,0.0892,0.1506,0.0578,0.1299,0.0512,0.1122,0.0631,0.6579,0.0573,0.7493,0.0438,0.3708,0.0555,0.2321,0.0982,0.1273,0.0768,0.3433,0.1040,0.2659,0.0890
24,0.0752,0.1635,0.0555,0.1399,0.0462,0.1006,0.0549,0.7170,0.0586,0.8619,0.0520,0.2700,0.0502,0.0576,0.0834,0.0499,0.0676,0.1512,0.0752,2.2255,0.0655
24,0.0584,0.1606,0.0602,0.1074,0.0430,0.0494,0.0618,0.7299,0.0351,0.9163,0.0599,0.1911,0.0433,0.0632,0.0697,0.0291,0.0602,0.1570,0.0671,0.1635,0.0760
24,0.0620,0.1081,0.0605,0.1217,0.0541,0.0510,0.0631,0.6742,0.0496,0.4224,0.0578,0.2415,0.0394,0.1682,0.0647,0.0552,0.0589,0.1483,0.0863,0.1685,0.0739
24,0.0792,0.1076,0.0589,0.1082,0.0465,0.0570,0.0597,0.7391,0.0605,0.6039,0.0671,0.3761,0.0697,0.2780,0.0842,0.0787,0.0401,0.1676,0.0874,0.9987,0.0697
24,0.0774,0.3863,0.0547,0.1014,0.0523,0.0673,0.0539,0.5441,0.0504,0.3906,0.0552,0.2028,0.0394,0.0671,0.0795,0.0278,0.0620,0.1728,0.0834,0.2152,0.0874
24,0.0618,0.1854,0.0568,0.0800,0.0552,0.0531,0.0562,0.6679,0.0499,0.4843,0.0613,0.2294,0.0496,0.1088,0.0839,0.0542,0.0557,0.2174,0.0700,0.2247,0.0779
24,0.0684,0.1469,0.0578,0.1486,0.0586,0.0330,0.0618,0.4647,0.0481,0.4384,0.0562,0.2251,0.0446,0.0811,0.0808,0.0233,0.0525,0.1900,0.0576,0.3941,0.0808
24,0.0544,0.1897,0.0560,0.0995,0.0317,0.0573,0.0671,0.4605,0.0475,0.4421,0.0518,0.2223,0.0491,0.0824,0.0866,0.0067,0.0515,0.1691,0.0660,0.2231,0.0834
24,0.0657,0.1612,0.0507,0.1264,0.0473,0.0486,0.0599,0.5280,0.0489,0.3643,0.0562,0.2159,0.0541,0.0861,0.0795,0.0439,0.0599,0.1554,0.0737,0.1928,0.0845
24,0.1119,0.2161,0.0541,0.1022,0.0452,0.1478,0.0021,1.0299,0.0465,0.4782,0.0605,0.2233,0.0486,0.0713,0.0789,0.0296,0.0652,0.1552,0.0784,0.1675,0.0839
24,0.0544,0.1187,0.0560,0.0850,0.0660,0.0325,0.0613,0.5505,0.0486,0.3877,0.0510,0.2238,0.0441,0.0954,0.0826,0.0061,0.0581,0.1802,0.0636,0.2936,0.0570
24,0.0301,0.1973,0.0518,0.0842,0.0470,0.0570,0.0555,0.5713,0.0460,0.3717,0.0533,0.2428,0.0349,0.1239,0.0752,0.0254,0.0512,0.1966,0.0710,1.2837,0.1080
24,0.0892,0.2129,0.0562,0.1193,0.0317,0.0671,0.0584,0.6782,0.0549,0.3263,0.0562,0.2094,0.0417,0.0822,0.0734,0.0275,0.0671,0.1689,0.0721,0.1920,0.0655
24,0.0599,0.1506,0.0346,0.1048,0.0494,0.0335,0.0642,0.7565,0.0531,0.3920,0.0562,0.2146,0.0351,0.0611,0.0795,0.0309,0.0652,0.1889,0.0652,0.4733,0.0729
24,0.0623,0.1348,0.0520,0.7925,0.0673,0.2191,0.0533,0.9302,0.0465,0.4732,0.0655,0.2291,0.0341,0.0811,0.0816,0.0254,0.0560,0.1921,0.0605,0.1833,0.0684
24,0.0723,0.1182,0.0496,0.0919,0.0565,0.0415,0.0544,0.4829,0.0491,0.3603,0.0576,0.1945,0.0423,0.0785,0.0789,0.0172,0.0578,0.1615,0.0642,0.2057,0.0607
24,0.0650,0.1775,0.0552,0.1056,0.0504,0.0520,0.0578,0.5629,0.0489,0.4028,0.0597,0.1942,0.0449,0.0508,0.0787,0.0378,0.0623,0.1823,0.0663,0.2173,0.0153
24,0.0615,0.3699,0.0547,0.2531,0.0354,0.1296,0.0589,0.4824,0.0378,0.3775,0.0520,0.1750,0.0452,0.0700,0.0713,0.0156,0.0584,0.1881,0.0668,0.1706,0.0697
24,0.0679,0.1292,0.0462,0.0676,0.0496,0.0510,0.0610,0.5549,0.0438,0.3458,0.0467,0.2241,0.0481,0.0980,0.0808,0.0336,0.0565,0.1829,0.0610,0.1712,0.0755
24,0.0570,0.1519,0.0481,0.0921,0.0512,0.0536,0.0552,0.5367,0.0452,0.4651,0.0496,0.2861,0.0388,0.0922,0.0784,0.0304,0.0570,0.1728,0.0591,0.1952,0.0623
